電腦編號,ip,學生證號,卡號,開始時間,離開時間,時數
13V,140.119.72.72,102301061,00F0C04E79,13-Jan-15 18:15:51,13-Jan-15 18:49:32,   0小時33分鐘
01W,140.119.49.108,102207320,00E0B96D77,13-Jan-15 18:16:52,13-Jan-15 18:27:24,   0小時10分鐘
05R,140.119.129.59,100601019,006B0DC6B3,13-Jan-15 18:17:44,13-Jan-15 18:36:58,   0小時19分鐘
36R,140.119.129.90,102308049,0040E70579,13-Jan-15 18:18:14,13-Jan-15 18:22:27,   0小時04分鐘
47O,140.119.73.95,CC0458,00B2875760,13-Jan-15 18:18:38,13-Jan-15 18:18:55,   0小時00分鐘
11A,140.119.26.11,99509216,0013E4945D,13-Jan-15 18:18:59,13-Jan-15 18:57:07,   0小時38分鐘
47O,140.119.73.95,CC0451,0082FC5760,13-Jan-15 18:19:02,13-Jan-15 21:33:29,   3小時14分鐘
45O,140.119.73.99,CC0452,00320A5860,13-Jan-15 18:19:08,13-Jan-15 21:33:32,   3小時14分鐘
43O,140.119.73.101,CC0453,0072AD5760,13-Jan-15 18:19:14,13-Jan-15 21:33:35,   3小時14分鐘
41O,140.119.73.107,CC0454,00921F5D60,13-Jan-15 18:19:21,13-Jan-15 21:33:38,   3小時14分鐘
40O,140.119.73.94,CC0455,00821F5D60,13-Jan-15 18:19:26,13-Jan-15 21:33:41,   3小時14分鐘
09V,140.119.72.52,100303089,008BCCC6B3,13-Jan-15 18:19:28,13-Jan-15 18:20:26,   0小時01分鐘
38O,140.119.73.98,CC0456,00E29A5760,13-Jan-15 18:19:31,13-Jan-15 21:33:44,   3小時14分鐘
36O,140.119.73.102,CC0457,00A2065860,13-Jan-15 18:19:36,13-Jan-15 18:44:12,   0小時24分鐘
34O,140.119.73.106,CC0458,00B2875760,13-Jan-15 18:19:41,13-Jan-15 18:44:08,   0小時24分鐘
35N,140.119.55.207,101923014,002B98C7B3,13-Jan-15 18:20:01,13-Jan-15 19:35:42,   1小時15分鐘
12V,140.119.72.57,100303089,008BCCC6B3,13-Jan-15 18:20:31,13-Jan-15 18:58:01,   0小時37分鐘
37N,140.119.55.209,103923026,007BCE968A,13-Jan-15 18:20:52,13-Jan-15 19:35:32,   1小時14分鐘
10R,140.119.129.69,101104014,00F0D19E48,13-Jan-15 18:22:04,13-Jan-15 18:26:35,   0小時04分鐘
04V,140.119.72.61,103202045,00F62B240D,13-Jan-15 18:22:29,13-Jan-15 18:31:25,   0小時09分鐘
08W,140.119.49.31,102926002,00E0A8E277,13-Jan-15 18:23:05,13-Jan-15 18:25:34,   0小時02分鐘
14V,140.119.72.49,102102023,0080556331,13-Jan-15 18:24:17,13-Jan-15 20:15:45,   1小時51分鐘
12R,140.119.129.71,101101022,007037723A,13-Jan-15 18:25:40,13-Jan-15 19:12:36,   0小時46分鐘
44B,140.119.41.144,101263001,00D697240D,13-Jan-15 18:26:29,13-Jan-15 19:18:42,   0小時52分鐘
09R,140.119.129.68,101104014,00F0D19E48,13-Jan-15 18:26:38,13-Jan-15 18:33:44,   0小時07分鐘
07R,140.119.129.61,101305083,00B0C6693E,13-Jan-15 18:29:16,13-Jan-15 18:46:21,   0小時16分鐘
23R,140.119.129.77,101506013,00D0CDCA48,13-Jan-15 18:29:24,13-Jan-15 19:53:21,   1小時24分鐘
02W,140.119.49.37,102207320,00E0B96D77,13-Jan-15 18:29:34,13-Jan-15 19:24:01,   0小時54分鐘
S2R,140.119.129.114,100507004,00CB77C8B3,13-Jan-15 18:29:51,13-Jan-15 19:10:27,   0小時40分鐘
07V,140.119.72.53,102303030,00E0C45435,13-Jan-15 18:29:55,13-Jan-15 21:41:16,   3小時11分鐘
09V,140.119.72.52,102303011,00D0655435,13-Jan-15 18:29:59,13-Jan-15 19:30:58,   1小時01分鐘
02R,140.119.129.56,100303050,00F0E42D7A,13-Jan-15 18:29:59,13-Jan-15 18:43:15,   0小時13分鐘
18A,140.119.26.18,103151033,009BEE8637,13-Jan-15 18:32:00,13-Jan-15 18:32:13,   0小時00分鐘
04W,140.119.49.39,102652028,00101FEB77,13-Jan-15 18:32:27,13-Jan-15 18:36:43,   0小時04分鐘
18A,140.119.26.18,103151033,009BEE8637,13-Jan-15 18:32:28,13-Jan-15 18:54:11,   0小時21分鐘
08W,140.119.49.31,103207425,0006E8660C,13-Jan-15 18:32:41,13-Jan-15 18:32:50,   0小時00分鐘
05W,140.119.49.36,103601059,0096B5250D,13-Jan-15 18:32:47,13-Jan-15 18:51:37,   0小時18分鐘
08A,140.119.26.8,103464034,00C6DF250D,13-Jan-15 18:32:50,13-Jan-15 19:38:22,   1小時05分鐘
27R,140.119.129.81,102205092,0040486966,13-Jan-15 18:35:07,13-Jan-15 18:35:21,   0小時00分鐘
25R,140.119.129.79,102205092,0040486966,13-Jan-15 18:35:26,13-Jan-15 20:48:38,   2小時13分鐘
46N,140.119.55.218,102923009,0030DB0579,13-Jan-15 18:35:40,13-Jan-15 18:43:28,   0小時07分鐘
34N,140.119.55.206,101923010,00F604230D,13-Jan-15 18:36:35,13-Jan-15 19:35:46,   0小時59分鐘
44N,140.119.55.216,102923007,00906A0279,13-Jan-15 18:36:50,13-Jan-15 19:35:53,   0小時58分鐘
68B,140.119.41.168,103508012,0086B28D0C,13-Jan-15 18:38:21,13-Jan-15 19:35:52,   0小時57分鐘
08R,140.119.129.62,102601088,00A0CCE177,13-Jan-15 18:39:46,13-Jan-15 18:46:03,   0小時06分鐘
27R,140.119.129.81,100307004,00204E7C31,13-Jan-15 18:40:16,13-Jan-15 19:48:22,   1小時08分鐘
11V,140.119.72.55,103306070,00E6518D0C,13-Jan-15 18:40:22,13-Jan-15 18:40:33,   0小時00分鐘
11V,140.119.72.55,103306070,00E6518D0C,13-Jan-15 18:42:26,13-Jan-15 18:46:57,   0小時04分鐘
45N,140.119.55.217,102923009,0030DB0579,13-Jan-15 18:43:31,13-Jan-15 19:35:58,   0小時52分鐘
03W,140.119.49.38,A12498470000,0083F8F2EC,13-Jan-15 18:45:27,13-Jan-15 18:54:00,   0小時08分鐘
23C,140.119.27.23,101501050,00E0A26D3E,13-Jan-15 18:45:34,13-Jan-15 21:37:14,   2小時51分鐘
21C,140.119.27.21,101101098,000641240D,13-Jan-15 18:50:08,13-Jan-15 21:12:03,   2小時22分鐘
24B,140.119.41.124,101509220,0033C747E3,13-Jan-15 18:51:37,13-Jan-15 19:46:21,   0小時54分鐘
11W,140.119.49.30,101304043,0000DF5335,13-Jan-15 18:51:44,13-Jan-15 19:29:33,   0小時37分鐘
05W,140.119.49.36,103601059,0096B5250D,13-Jan-15 18:51:54,13-Jan-15 21:25:51,   2小時34分鐘
07W,140.119.49.34,101601144,00D0D1513E,13-Jan-15 18:52:55,13-Jan-15 19:23:03,   0小時30分鐘
01W,140.119.49.108,101203034,002B4FC6B3,13-Jan-15 18:53:34,13-Jan-15 19:02:57,   0小時09分鐘
12W,140.119.49.155,102504018,00B0BD7578,13-Jan-15 18:53:46,13-Jan-15 19:04:33,   0小時10分鐘
24R,140.119.129.78,103501062,00468BB10B,13-Jan-15 18:55:33,13-Jan-15 19:10:18,   0小時15分鐘
14W,140.119.49.,103207205,00A0FB9064,13-Jan-15 18:55:36,13-Jan-15 19:04:47,   0小時09分鐘
17R,140.119.129.66,102101053,00B65D240D,13-Jan-15 18:55:49,13-Jan-15 18:57:57,   0小時02分鐘
31C,140.119.27.31,102551008,00D06F6B77,13-Jan-15 18:56:12,13-Jan-15 21:58:26,   3小時02分鐘
06R,140.119.129.60,101601108,0000466531,13-Jan-15 18:56:24,13-Jan-15 18:59:34,   0小時03分鐘
04W,140.119.49.39,101302026,0070A4503E,13-Jan-15 18:56:50,13-Jan-15 19:05:31,   0小時08分鐘
13A,140.119.26.13,99509216,0013E4945D,13-Jan-15 18:57:11,13-Jan-15 19:02:59,   0小時06分鐘
08R,140.119.129.62,101305023,00E09D8878,13-Jan-15 19:02:17,13-Jan-15 19:34:19,   0小時31分鐘
36O,140.119.73.102,CC0457,00A2065860,13-Jan-15 19:03:11,13-Jan-15 21:33:47,   2小時30分鐘
02R,140.119.129.56,102208005,00C0AFEB77,13-Jan-15 19:04:05,13-Jan-15 19:08:36,   0小時04分鐘
12V,140.119.72.57,101353055,00EB0FC7B3,13-Jan-15 19:04:28,13-Jan-15 19:04:45,   0小時00分鐘
14W,140.119.49.,103205064,00A6A8650C,13-Jan-15 19:04:57,13-Jan-15 19:14:54,   0小時10分鐘
13V,140.119.72.72,101353055,00EB0FC7B3,13-Jan-15 19:05:06,13-Jan-15 19:07:35,   0小時02分鐘
17R,140.119.129.66,102101053,00B65D240D,13-Jan-15 19:06:52,13-Jan-15 19:16:12,   0小時09分鐘
S1R,140.119.129.113,E22211576700,00BCB17467,13-Jan-15 19:07:40,13-Jan-15 20:08:05,   1小時00分鐘
12V,140.119.72.57,101353055,00EB0FC7B3,13-Jan-15 19:08:05,13-Jan-15 19:19:19,   0小時11分鐘
11V,140.119.72.55,102303047,00F0DE5335,13-Jan-15 19:08:13,13-Jan-15 21:41:10,   2小時33分鐘
08I,140.119.187.108,100401070,003B71C6B3,13-Jan-15 19:09:01,13-Jan-15 19:30:37,   0小時21分鐘
03R,140.119.129.57,101101006,00D020C748,13-Jan-15 19:09:10,13-Jan-15 19:17:02,   0小時07分鐘
06W,140.119.49.35,E22429567900,00CA012D07,13-Jan-15 19:09:56,13-Jan-15 19:33:05,   0小時23分鐘
01R,140.119.129.67,102103020,00A0BE4A35,13-Jan-15 19:10:12,13-Jan-15 19:27:47,   0小時17分鐘
38R,140.119.129.92,100701012,003B61C6B3,13-Jan-15 19:10:56,13-Jan-15 20:47:49,   1小時36分鐘
12W,140.119.49.155,102921044,0060464F79,13-Jan-15 19:11:02,13-Jan-15 19:18:41,   0小時07分鐘
06R,140.119.129.60,102301067,00D07B7578,13-Jan-15 19:11:08,13-Jan-15 19:19:40,   0小時08分鐘
13V,140.119.72.72,102301061,00F0C04E79,13-Jan-15 19:12:02,13-Jan-15 19:21:21,   0小時09分鐘
55C,140.119.27.55,101203020,001B17978A,13-Jan-15 19:13:10,13-Jan-15 19:36:57,   0小時24分鐘
02R,140.119.129.56,103202016,000DAEE6F5,13-Jan-15 19:13:16,13-Jan-15 19:28:21,   0小時15分鐘
33R,140.119.129.87,101102040,00C0C56B3E,13-Jan-15 19:14:07,13-Jan-15 21:30:55,   2小時16分鐘
11R,140.119.129.70,101104009,0050369E48,13-Jan-15 19:14:51,13-Jan-15 19:20:47,   0小時06分鐘
14W,140.119.49.,102203053,0010275635,13-Jan-15 19:15:11,13-Jan-15 19:25:59,   0小時10分鐘
11B,140.119.41.111,103102038,009648240D,13-Jan-15 19:15:36,13-Jan-15 19:45:40,   0小時30分鐘
08W,140.119.49.31,102203030,00B05C5535,13-Jan-15 19:15:42,13-Jan-15 19:23:20,   0小時07分鐘
24R,140.119.129.78,102301054,00A08F6D77,13-Jan-15 19:17:38,13-Jan-15 19:31:52,   0小時14分鐘
10R,140.119.129.69,100601001,0053A70DDC,13-Jan-15 19:18:50,13-Jan-15 19:37:57,   0小時19分鐘
20R,140.119.129.74,101205040,00DBA5CBB3,13-Jan-15 19:21:10,13-Jan-15 21:21:24,   2小時00分鐘
12R,140.119.129.71,103208073,0036188D0C,13-Jan-15 19:22:06,13-Jan-15 19:31:26,   0小時09分鐘
S2R,140.119.129.114,102101003,00B003693E,13-Jan-15 19:22:54,13-Jan-15 19:54:11,   0小時31分鐘
04R,140.119.129.58,101509118,00901E0479,13-Jan-15 19:24:45,13-Jan-15 19:38:05,   0小時13分鐘
01W,140.119.49.108,103921018,0030998378,13-Jan-15 19:25:24,13-Jan-15 20:11:40,   0小時46分鐘
12W,140.119.49.155,103601048,0086EE8B0C,13-Jan-15 19:26:38,13-Jan-15 19:26:45,   0小時00分鐘
13V,140.119.72.72,102301061,00F0C04E79,13-Jan-15 19:27:48,13-Jan-15 19:49:11,   0小時21分鐘
62C,140.119.27.62,99104106,00B0B4EC77,13-Jan-15 19:27:56,13-Jan-15 22:00:01,   2小時31分鐘
29R,140.119.129.83,102206032,00B01B4F79,13-Jan-15 19:28:49,13-Jan-15 21:34:07,   2小時05分鐘
09A,140.119.26.9,98401086,00406D6E3E,13-Jan-15 19:28:50,13-Jan-15 19:29:06,   0小時00分鐘
12A,140.119.26.12,98401086,00406D6E3E,13-Jan-15 19:29:13,13-Jan-15 20:59:19,   1小時30分鐘
12W,140.119.49.155,103601048,0086EE8B0C,13-Jan-15 19:30:08,13-Jan-15 19:30:15,   0小時00分鐘
06R,140.119.129.60,102208030,0000D74E79,13-Jan-15 19:30:23,13-Jan-15 20:10:51,   0小時40分鐘
04W,140.119.49.39,102601091,0070D4E277,13-Jan-15 19:30:24,13-Jan-15 19:54:10,   0小時24分鐘
06V,140.119.72.51,102303011,00D0655435,13-Jan-15 19:31:02,13-Jan-15 21:41:36,   2小時10分鐘
02R,140.119.129.56,103557004,00C60DB20B,13-Jan-15 19:32:08,13-Jan-15 19:44:57,   0小時12分鐘
11R,140.119.129.70,101506012,0020AAEC77,13-Jan-15 19:34:12,13-Jan-15 19:41:47,   0小時07分鐘
14W,140.119.49.,102209013,003055E277,13-Jan-15 19:34:21,13-Jan-15 19:57:53,   0小時23分鐘
17R,140.119.129.66,102301044,0090519C48,13-Jan-15 19:35:03,13-Jan-15 19:47:36,   0小時12分鐘
02W,140.119.49.37,103207308,00B6FAA333,13-Jan-15 19:35:43,13-Jan-15 19:45:13,   0小時09分鐘
01A,140.119.26.1,102205002,0096EF660C,13-Jan-15 19:37:41,13-Jan-15 19:39:42,   0小時01分鐘
37R,140.119.129.91,100701009,00B620AE0C,13-Jan-15 19:39:33,13-Jan-15 20:05:00,   0小時25分鐘
01A,140.119.26.1,102205002,0096EF660C,13-Jan-15 19:39:47,13-Jan-15 20:06:36,   0小時27分鐘
05R,140.119.129.59,102252031,000661250D,13-Jan-15 19:40:59,13-Jan-15 19:42:49,   0小時01分鐘
09R,140.119.129.68,100101028,007B88C6B3,13-Jan-15 19:41:28,13-Jan-15 20:30:16,   0小時48分鐘
09V,140.119.72.52,101205053,0016148D0C,13-Jan-15 19:42:36,13-Jan-15 20:11:11,   0小時28分鐘
15R,140.119.129.64,103357043,003BDD8937,13-Jan-15 19:42:59,13-Jan-15 20:09:04,   0小時25分鐘
07R,140.119.129.61,100301034,008BB4C7B3,13-Jan-15 19:43:45,13-Jan-15 19:52:21,   0小時08分鐘
08W,140.119.49.31,101601007,00609A4A35,13-Jan-15 19:46:29,13-Jan-15 20:15:10,   0小時28分鐘
09W,140.119.49.32,102508026,0050059466,13-Jan-15 19:46:39,13-Jan-15 20:14:50,   0小時28分鐘
03R,140.119.129.57,102351015,007084E177,13-Jan-15 19:46:47,13-Jan-15 19:51:46,   0小時04分鐘
01R,140.119.129.67,99601148,0060379E48,13-Jan-15 19:48:01,13-Jan-15 20:35:28,   0小時47分鐘
38B,140.119.41.138,100103014,00A6D64611,13-Jan-15 19:48:21,13-Jan-15 20:19:51,   0小時31分鐘
13R,140.119.129.55,103501062,00468BB10B,13-Jan-15 19:49:07,13-Jan-15 21:28:40,   1小時39分鐘
10V,140.119.72.54,101207312,0040BE5435,13-Jan-15 19:49:19,13-Jan-15 20:05:24,   0小時16分鐘
12V,140.119.72.57,102351024,0050D4E277,13-Jan-15 19:49:49,13-Jan-15 20:03:57,   0小時14分鐘
11R,140.119.129.70,101103028,00E67B4711,13-Jan-15 19:49:59,13-Jan-15 19:50:08,   0小時00分鐘
39R,140.119.129.93,101103028,00E67B4711,13-Jan-15 19:50:15,13-Jan-15 20:22:24,   0小時32分鐘
13V,140.119.72.72,102252031,000661250D,13-Jan-15 19:50:49,13-Jan-15 19:52:10,   0小時01分鐘
07W,140.119.49.34,99265513,0010D89E48,13-Jan-15 19:51:21,13-Jan-15 19:52:22,   0小時01分鐘
06W,140.119.49.35,99265513,0010D89E48,13-Jan-15 19:52:48,13-Jan-15 19:53:37,   0小時00分鐘
07W,140.119.49.34,99265513,0010D89E48,13-Jan-15 19:53:42,13-Jan-15 20:23:50,   0小時30分鐘
S2R,140.119.129.114,103300622,00EB458E37,13-Jan-15 19:55:09,13-Jan-15 19:57:44,   0小時02分鐘
04R,140.119.129.58,102206012,00A0CAE277,13-Jan-15 19:56:05,13-Jan-15 21:13:10,   1小時16分鐘
26R,140.119.129.80,101207250,0090F0E277,13-Jan-15 19:56:46,13-Jan-15 21:02:26,   1小時05分鐘
36R,140.119.129.90,101551015,0070297731,13-Jan-15 19:57:19,13-Jan-15 20:49:59,   0小時52分鐘
S2R,140.119.129.114,103300622,00EB458E37,13-Jan-15 19:57:58,13-Jan-15 20:05:42,   0小時07分鐘
13V,140.119.72.72,101353055,00EB0FC7B3,13-Jan-15 19:57:59,13-Jan-15 20:21:38,   0小時23分鐘
06W,140.119.49.35,102252031,000661250D,13-Jan-15 19:58:49,13-Jan-15 21:22:32,   1小時24分鐘
21R,140.119.129.75,101302037,00B0F45435,13-Jan-15 20:00:27,13-Jan-15 20:23:58,   0小時23分鐘
18R,140.119.129.72,102308037,00A0AE6131,13-Jan-15 20:01:11,13-Jan-15 21:01:26,   1小時00分鐘
04W,140.119.49.39,102601091,0070D4E277,13-Jan-15 20:01:25,13-Jan-15 20:03:39,   0小時02分鐘
23R,140.119.129.77,103207317,004635AC0C,13-Jan-15 20:02:49,13-Jan-15 20:32:54,   0小時30分鐘
12W,140.119.49.155,103304042,00D605230D,13-Jan-15 20:02:59,13-Jan-15 21:29:56,   1小時27分鐘
11W,140.119.49.30,102601091,0070D4E277,13-Jan-15 20:03:45,13-Jan-15 20:24:41,   0小時21分鐘
14W,140.119.49.,103921018,0030998378,13-Jan-15 20:12:15,13-Jan-15 20:17:11,   0小時04分鐘
09A,140.119.26.9,101104024,00105D723A,13-Jan-15 20:13:14,13-Jan-15 21:28:09,   1小時15分鐘
10V,140.119.72.54,103306052,00F639B20B,13-Jan-15 20:14:23,13-Jan-15 20:25:25,   0小時10分鐘
11R,140.119.129.70,102101005,0013220DDC,13-Jan-15 20:14:56,13-Jan-15 20:30:59,   0小時16分鐘
16R,140.119.129.65,R22400628900,00AA842207,13-Jan-15 20:16:04,13-Jan-15 20:35:25,   0小時19分鐘
07R,140.119.129.61,101504030,0030337B31,13-Jan-15 20:17:50,13-Jan-15 20:33:10,   0小時15分鐘
32R,140.119.129.86,103302010,00A66F4611,13-Jan-15 20:18:00,13-Jan-15 20:49:54,   0小時31分鐘
02R,140.119.129.56,99104041,007E469BDD,13-Jan-15 20:19:46,13-Jan-15 20:23:42,   0小時04分鐘
06R,140.119.129.60,99303052,0070915535,13-Jan-15 20:21:08,13-Jan-15 20:44:22,   0小時23分鐘
03R,140.119.129.57,100508037,001B1CC7B3,13-Jan-15 20:22:51,13-Jan-15 20:37:02,   0小時14分鐘
12V,140.119.72.57,103306070,00E6518D0C,13-Jan-15 20:22:59,13-Jan-15 20:40:25,   0小時17分鐘
08W,140.119.49.31,101601154,009B57978A,13-Jan-15 20:24:11,13-Jan-15 21:28:18,   1小時04分鐘
22R,140.119.129.76,101101022,007037723A,13-Jan-15 20:24:46,13-Jan-15 20:35:48,   0小時10分鐘
09V,140.119.72.52,101303024,00E0819466,13-Jan-15 20:25:02,13-Jan-15 20:41:38,   0小時16分鐘
08R,140.119.129.62,102203050,00704B0479,13-Jan-15 20:26:57,13-Jan-15 20:57:21,   0小時30分鐘
15R,140.119.129.64,103101064,00A6A7AF0C,13-Jan-15 20:28:34,13-Jan-15 20:34:49,   0小時06分鐘
14V,140.119.72.49,103353044,00403AEB77,13-Jan-15 20:29:33,13-Jan-15 20:58:01,   0小時28分鐘
12R,140.119.129.71,103207307,005687A333,13-Jan-15 20:30:07,13-Jan-15 20:52:19,   0小時22分鐘
14R,140.119.129.63,103101064,00A6A7AF0C,13-Jan-15 20:35:36,13-Jan-15 20:39:43,   0小時04分鐘
01R,140.119.129.67,98504009,00E008AF48,13-Jan-15 20:41:41,13-Jan-15 20:45:42,   0小時04分鐘
04W,140.119.49.39,100601038,004B50C6B3,13-Jan-15 20:41:47,13-Jan-15 21:20:30,   0小時39分鐘
21R,140.119.129.75,100204046,008B7AC6B3,13-Jan-15 20:42:38,13-Jan-15 21:25:48,   0小時43分鐘
10V,140.119.72.54,100308012,00509EEC77,13-Jan-15 20:44:43,13-Jan-15 20:54:19,   0小時09分鐘
03R,140.119.129.57,103101087,00F6E4E00E,13-Jan-15 20:46:03,13-Jan-15 21:29:37,   0小時43分鐘
02W,140.119.49.37,99206052,006C23B8E4,13-Jan-15 20:48:43,13-Jan-15 21:05:06,   0小時16分鐘
02R,140.119.129.56,98154506,005C5DD061,13-Jan-15 20:49:49,13-Jan-15 21:09:49,   0小時19分鐘
25R,140.119.129.79,102203051,0030850479,13-Jan-15 20:50:43,13-Jan-15 21:32:25,   0小時42分鐘
07R,140.119.129.61,103101033,0006417B09,13-Jan-15 20:55:05,13-Jan-15 21:00:43,   0小時05分鐘
09V,140.119.72.52,101303101,0030C55435,13-Jan-15 20:55:48,13-Jan-15 21:15:29,   0小時19分鐘
38R,140.119.129.92,102601120,0010BAEC77,13-Jan-15 20:55:54,13-Jan-15 21:07:26,   0小時11分鐘
10R,140.119.129.69,102101022,0000C56B3E,13-Jan-15 20:57:44,13-Jan-15 21:27:06,   0小時29分鐘
23R,140.119.129.77,100401073,004664E633,13-Jan-15 20:58:01,13-Jan-15 21:28:46,   0小時30分鐘
22R,140.119.129.76,102702031,00D62C240D,13-Jan-15 20:58:07,13-Jan-15 20:58:21,   0小時00分鐘
16R,140.119.129.65,102702031,00D62C240D,13-Jan-15 20:58:30,13-Jan-15 21:36:53,   0小時38分鐘
01R,140.119.129.67,102302044,00A0862D7A,13-Jan-15 20:58:39,13-Jan-15 21:10:30,   0小時12分鐘
09W,140.119.49.32,103651009,0016A98D0C,13-Jan-15 21:00:52,13-Jan-15 21:23:55,   0小時22分鐘
07W,140.119.49.34,103207236,0066B0250D,13-Jan-15 21:02:10,13-Jan-15 21:07:12,   0小時04分鐘
26R,140.119.129.80,101207250,0090F0E277,13-Jan-15 21:02:50,13-Jan-15 21:33:23,   0小時30分鐘
10V,140.119.72.54,101207312,0040BE5435,13-Jan-15 21:06:15,13-Jan-15 21:12:48,   0小時06分鐘
05R,140.119.129.59,103208021,0066C48C0C,13-Jan-15 21:06:32,13-Jan-15 21:12:35,   0小時06分鐘
08R,140.119.129.62,100303098,0000B9533E,13-Jan-15 21:06:38,13-Jan-15 21:30:31,   0小時24分鐘
11R,140.119.129.70,99509214,003B78C8B3,13-Jan-15 21:07:53,13-Jan-15 21:10:37,   0小時03分鐘
06R,140.119.129.60,101203049,0030876C77,13-Jan-15 21:10:27,13-Jan-15 21:15:32,   0小時04分鐘
05R,140.119.129.59,103551019,0086CA2E11,13-Jan-15 21:12:41,13-Jan-15 21:12:55,   0小時00分鐘
07R,140.119.129.61,103551019,0086CA2E11,13-Jan-15 21:12:59,13-Jan-15 21:16:15,   0小時03分鐘
04R,140.119.129.58,101209041,00C6E0E233,13-Jan-15 21:13:15,13-Jan-15 21:13:28,   0小時00分鐘
02R,140.119.129.56,101209041,00C6E0E233,13-Jan-15 21:13:33,13-Jan-15 21:33:02,   0小時19分鐘
36R,140.119.129.90,103601161,00C6C8A233,13-Jan-15 21:14:04,13-Jan-15 21:31:43,   0小時17分鐘
05R,140.119.129.59,101305004,0050709F48,13-Jan-15 21:21:33,13-Jan-15 21:27:16,   0小時06分鐘
20R,140.119.129.74,101205040,00DBA5CBB3,13-Jan-15 21:21:44,13-Jan-15 21:38:25,   0小時16分鐘
18R,140.119.129.72,103304026,00C6FDE00E,13-Jan-15 21:25:16,13-Jan-15 21:31:32,   0小時06分鐘
22R,140.119.129.76,101702055,000ECC9ADD,13-Jan-15 21:25:22,13-Jan-15 21:31:34,   0小時06分鐘
07R,140.119.129.61,102208074,00F010E177,13-Jan-15 21:27:53,13-Jan-15 21:30:00,   0小時02分鐘
04R,140.119.129.58,102452002,0030B2EC77,13-Jan-15 21:34:17,13-Jan-15 21:39:09,   0小時04分鐘
24B,140.119.41.124,101509220,0033C747E3,13-Jan-15 21:36:23,13-Jan-15 21:57:55,   0小時21分鐘
01R,140.119.129.67,100101028,007B88C6B3,14-Jan-15 08:00:52,14-Jan-15 08:05:01,   0小時04分鐘
03R,140.119.129.57,103862017,00AB928C37,14-Jan-15 08:01:32,14-Jan-15 08:08:17,   0小時06分鐘
33R,140.119.129.87,102401082,0040E69164,14-Jan-15 08:04:11,14-Jan-15 09:57:21,   1小時53分鐘
02R,140.119.129.56,101104022,002041723A,14-Jan-15 08:04:16,14-Jan-15 08:07:12,   0小時03分鐘
12R,140.119.129.71,101305023,00E09D8878,14-Jan-15 08:04:43,14-Jan-15 08:13:56,   0小時09分鐘
04R,140.119.129.58,100207422,001B14C6B3,14-Jan-15 08:05:15,14-Jan-15 08:15:04,   0小時09分鐘
10R,140.119.129.69,100102011,003B90CBB3,14-Jan-15 08:06:42,14-Jan-15 08:34:42,   0小時28分鐘
06V,140.119.72.51,102353110,0030F8EA77,14-Jan-15 08:08:53,14-Jan-15 08:15:52,   0小時07分鐘
24B,140.119.41.124,100506012,00AB6EC6B3,14-Jan-15 08:14:48,14-Jan-15 12:00:45,   3小時46分鐘
01R,140.119.129.67,102204035,0040B3B475,14-Jan-15 08:15:26,14-Jan-15 08:28:35,   0小時13分鐘
12B,140.119.41.112,100101055,002BBAC7B3,14-Jan-15 08:16:02,14-Jan-15 08:22:07,   0小時06分鐘
08R,140.119.129.62,103203064,00D60A8D0C,14-Jan-15 08:19:01,14-Jan-15 08:29:48,   0小時10分鐘
31R,140.119.129.85,99208109,0090515735,14-Jan-15 08:19:10,14-Jan-15 09:35:35,   1小時16分鐘
05R,140.119.129.59,102302040,0070B05735,14-Jan-15 08:21:59,14-Jan-15 08:26:19,   0小時04分鐘
11B,140.119.41.111,100101055,002BBAC7B3,14-Jan-15 08:22:11,14-Jan-15 10:05:24,   1小時43分鐘
24R,140.119.129.78,103103102,0012EA1800,14-Jan-15 08:22:24,14-Jan-15 08:25:30,   0小時03分鐘
16R,140.119.129.65,102306011,00C637B20B,14-Jan-15 08:26:41,14-Jan-15 08:31:15,   0小時04分鐘
24R,140.119.129.78,101205075,00C0556E77,14-Jan-15 08:28:22,14-Jan-15 09:09:49,   0小時41分鐘
07R,140.119.129.61,101301024,0060337B31,14-Jan-15 08:28:50,14-Jan-15 08:52:59,   0小時24分鐘
11R,140.119.129.70,100507004,00CB77C8B3,14-Jan-15 08:29:45,14-Jan-15 09:04:05,   0小時34分鐘
06V,140.119.72.51,102305009,00C015EB77,14-Jan-15 08:29:57,14-Jan-15 08:44:02,   0小時13分鐘
06R,140.119.129.60,102651010,0030726966,14-Jan-15 08:32:21,14-Jan-15 08:56:05,   0小時24分鐘
04V,140.119.72.61,102357008,004015E277,14-Jan-15 08:32:45,14-Jan-15 08:40:13,   0小時07分鐘
08V,140.119.72.56,101701006,00E0495835,14-Jan-15 08:34:44,14-Jan-15 08:59:43,   0小時25分鐘
01R,140.119.129.67,103202037,005662E633,14-Jan-15 08:36:41,14-Jan-15 08:49:34,   0小時12分鐘
08W,140.119.49.31,103255001,00A663260D,14-Jan-15 08:38:41,14-Jan-15 08:41:03,   0小時02分鐘
12W,140.119.49.155,103255032,00C6F58B0C,14-Jan-15 08:42:19,14-Jan-15 08:49:13,   0小時07分鐘
20R,140.119.129.74,101161004,002B1319BE,14-Jan-15 08:43:45,14-Jan-15 09:40:04,   0小時56分鐘
45B,140.119.41.145,101304030,0010BF693E,14-Jan-15 08:45:31,14-Jan-15 09:59:45,   1小時14分鐘
